TopicID,TopicName,KnowledgeDomain,PointID,PointTitle,PointType,ExamUse,Importance,Difficulty,SourceFile,SourceLocator,ShouldCard,Reason,RelatedQuestionIDs,NeedsReview
T-COM-002,沟通管理与干系人冲突案例模板,案例分析专题,T-COM-002-KP-001,沟通干系人案例三问诊断法卡。,案例模板,下午案例,A,3,topic_learning_packages/topics/14_案例分析专题/T-COM-002_专题学习包_沟通管理与干系人冲突案例模板.md,line 59,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-COM-002,沟通管理与干系人冲突案例模板,案例分析专题,T-COM-002-KP-002,关键干系人识别；沟通确认机制；会议纪要的证据价值。,概念,上午选择,A,3,topic_learning_packages/topics/14_案例分析专题/T-COM-002_专题学习包_沟通管理与干系人冲突案例模板.md,line 104,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CROSS-001,高频跨域概念辨析与易错点,综合专题与跨域辨析,T-CROSS-001-KP-001,QC vs 确认范围；风险 vs 问题；变更控制 vs 配置控制。,辨析,上午选择,A,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-CROSS-001_专题学习包_高频跨域概念辨析与易错点.md,line 236,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-ORG-001,组织结构、项目经理权限与 PMO,综合专题与跨域辨析,T-ORG-001-KP-001,组织结构类型的关键词判断卡。,关键词,上午选择,A,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-ORG-001_专题学习包_组织结构项目经理权限与PMO.md,line 70,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-ORG-001,组织结构、项目经理权限与 PMO,综合专题与跨域辨析,T-ORG-001-KP-002,PMO 三级分类判断卡。,概念,上午选择,A,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-ORG-001_专题学习包_组织结构项目经理权限与PMO.md,line 81,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-ORG-001,组织结构、项目经理权限与 PMO,综合专题与跨域辨析,T-ORG-001-KP-003,矩阵型双重汇报关系卡。,概念,上午选择,A,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-ORG-001_专题学习包_组织结构项目经理权限与PMO.md,line 95,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-ORG-001,组织结构、项目经理权限与 PMO,综合专题与跨域辨析,T-ORG-001-KP-004,PMO 核心职能 vs 项目经理职责辨析卡。,辨析,上午选择,B,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-ORG-001_专题学习包_组织结构项目经理权限与PMO.md,line 109,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-ORG-001,组织结构、项目经理权限与 PMO,综合专题与跨域辨析,T-ORG-001-KP-005,项目特征 vs 组织结构的匹配卡。,辨析,上午选择,B,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-ORG-001_专题学习包_组织结构项目经理权限与PMO.md,line 123,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-ORG-001,组织结构、项目经理权限与 PMO,综合专题与跨域辨析,T-ORG-001-KP-006,职能型/矩阵型/项目型；弱矩阵 vs 强矩阵；PMO 三种类型。,辨析,上午选择,B,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-ORG-001_专题学习包_组织结构项目经理权限与PMO.md,line 168,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-003,风险、问题、变更与应急措施的跨域辨析,综合专题与跨域辨析,T-RISK-003-KP-001,风险→问题的状态转换卡。,概念,上午选择,A,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-RISK-003_专题学习包_风险问题变更与应急措施跨域辨析.md,line 53,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-003,风险、问题、变更与应急措施的跨域辨析,综合专题与跨域辨析,T-RISK-003-KP-002,应急措施（有预案）vs 权变措施（临时想）辨析卡。,辨析,上午选择,A,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-RISK-003_专题学习包_风险问题变更与应急措施跨域辨析.md,line 64,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-003,风险、问题、变更与应急措施的跨域辨析,综合专题与跨域辨析,T-RISK-003-KP-003,权变措施判断卡（未识别风险+临时方案）。,概念,上午选择,A,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-RISK-003_专题学习包_风险问题变更与应急措施跨域辨析.md,line 75,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-003,风险、问题、变更与应急措施的跨域辨析,综合专题与跨域辨析,T-RISK-003-KP-004,问题→是否需要变更的判断卡。,概念,上午选择,B,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-RISK-003_专题学习包_风险问题变更与应急措施跨域辨析.md,line 89,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-003,风险、问题、变更与应急措施的跨域辨析,综合专题与跨域辨析,T-RISK-003-KP-005,风险 vs 问题；问题日志 vs 风险登记册；应急措施和权变措施。,辨析,上午选择,B,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-RISK-003_专题学习包_风险问题变更与应急措施跨域辨析.md,line 134,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-SCOPE-003,范围确认、质量控制、验收与测试的边界辨析,综合专题与跨域辨析,T-SCOPE-003-KP-001,QC→确认范围的顺序卡。,概念,上午选择,A,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-SCOPE-003_专题学习包_范围确认质量控制验收与测试边界辨析.md,line 56,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-SCOPE-003,范围确认、质量控制、验收与测试的边界辨析,综合专题与跨域辨析,T-SCOPE-003-KP-002,确认范围→监控过程组卡。,概念,上午选择,A,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-SCOPE-003_专题学习包_范围确认质量控制验收与测试边界辨析.md,line 67,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-SCOPE-003,范围确认、质量控制、验收与测试的边界辨析,综合专题与跨域辨析,T-SCOPE-003-KP-003,测试 vs QC 关系卡。,辨析,上午选择,A,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-SCOPE-003_专题学习包_范围确认质量控制验收与测试边界辨析.md,line 81,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-SCOPE-003,范围确认、质量控制、验收与测试的边界辨析,综合专题与跨域辨析,T-SCOPE-003-KP-004,确认范围（验收）vs 控制范围（监控偏离）辨析卡。,辨析,上午选择,B,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-SCOPE-003_专题学习包_范围确认质量控制验收与测试边界辨析.md,line 95,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-SCOPE-003,范围确认、质量控制、验收与测试的边界辨析,综合专题与跨域辨析,T-SCOPE-003-KP-005,确认范围定义；QC vs 验收；核实的可交付成果 vs 验收的可交付成果。,辨析,上午选择,B,3,topic_learning_packages/topics/99_综合专题与跨域辨析/T-SCOPE-003_专题学习包_范围确认质量控制验收与测试边界辨析.md,line 140,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
