KnowledgePointID,TopicID,TopicName,Domain,SourceIDs,SourceFiles,HeadingPath,KnowledgePoint,WhyExamRelevant,CardTypes,ExamUse,Importance,Difficulty,NeedsVerification,RelatedTopicIDs,RelatedQuestionIDs,RejectRisk
KP-0166,T-HR-001,项目人力资源管理：组织计划、团队建设与团队管理,人力资源与沟通管理,SRC-T-HR-001-0010,topic_learning_packages/topics/09_人力资源与沟通管理/T-HR-001_专题学习包_项目人力资源管理组织计划团队建设与团队管理.md,项目人力资源管理：组织计划、团队建设与团队管理 > 本专题的最小掌握标准,本专题的最小掌握标准 至少能做到：① 解释 WBS→OBS→RAM→RACI 的递进关系；② 记住 RACI 四角色（特别是 A 必须唯一）；③ 根据行为描述判断塔克曼五阶段；④ 区分冲突五种策略并判断适用场景；⑤ 区分马斯洛需求层次和赫兹伯格双因素理论的核心观点。 ---,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,True,,,verification
KP-0167,T-HR-001,项目人力资源管理：组织计划、团队建设与团队管理,人力资源与沟通管理,SRC-T-HR-001-0011,topic_learning_packages/topics/09_人力资源与沟通管理/T-HR-001_专题学习包_项目人力资源管理组织计划团队建设与团队管理.md,项目人力资源管理：组织计划、团队建设与团队管理 > 待核验与后续改进,待核验与后续改进 - 激励理论在软考教程中的覆盖深度和具体理论名称需回查。[待核验] - 塔克曼模型五个阶段的教材中文译名可能与 PMBOK 中文版有差异。,可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,True,,,verification
KP-0168,T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,SRC-T-RISK-001-0001,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,风险识别、风险登记册与风险应对策略,"T-RISK-001｜风险识别、风险登记册与风险应对策略 本专题用于学习""项目风险管理""中连接风险分析与应对的核心内容：风险识别工具、风险登记册（Risk Register）、风险应对策略（规避/转移/减轻/接受/开拓/提高/分享/接受）与残余风险和二次风险。它们不是孤立的策略卡片，而是围绕一个核心问题展开：在识别出不希望发生（或希望发生）的事件后，项目经理",可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,False,,,
KP-0169,T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,SRC-T-RISK-001-0002,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,风险识别、风险登记册与风险应对策略 > 先看这个专题的主线,"先看这个专题的主线 风险管理的学习路径是：识别→分析→应对→控制。识别告诉你""有哪些风险""，分析告诉你""哪些最重要、值多少""，应对告诉你""怎么处理""，控制告诉你""后来怎么样了""。",可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,False,,,
KP-0170,T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,SRC-T-RISK-001-0003,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,风险识别、风险登记册与风险应对策略 > 风险识别工具,风险识别工具 [概念组｜主要风险识别工具] - 头脑风暴：组织团队和专家自由提出风险想法，全面但可能发散 - 核对单（Checklist）：基于历史项目的风险清单逐一对照，快速但可能遗漏新类型风险 - SWOT 分析：从优势、劣势、机会、威胁四个角度识别风险 - 专家判断：邀请有经验的人员识别风险 - 假设分析：检验项目假设的有效性，识别假设不成立时的风险 ,可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,False,,,
KP-0171,T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,SRC-T-RISK-001-0004,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,风险识别、风险登记册与风险应对策略 > 风险登记册,风险登记册 [定义｜风险登记册] 风险登记册是记录已识别风险及其相关信息的核心文件。它至少包含：风险编号、风险描述、概率、影响、优先级、应对策略、责任人、应急计划、触发条件、残余风险。,可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,False,,,
KP-0172,T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,SRC-T-RISK-001-0005,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,风险识别、风险登记册与风险应对策略 > 负面风险（威胁）应对策略,负面风险（威胁）应对策略 [概念组｜四种威胁应对策略] 1. 规避（Avoid）：消除威胁，使风险不发生。例如：采用成熟技术替代高风险的新技术；取消高风险的工作包。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0173,T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,SRC-T-RISK-001-0006,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,风险识别、风险登记册与风险应对策略 > 正面风险（机会）应对策略,正面风险（机会）应对策略 [概念组｜四种机会应对策略] 1. 开拓（Exploit）：确保机会一定发生。例如：分配最优秀的人员确保提前完工。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0174,T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,SRC-T-RISK-001-0007,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,风险识别、风险登记册与风险应对策略 > 残余风险与二次风险,残余风险与二次风险 [概念］ 残余风险：采取应对措施后仍然存在的风险。二次风险：因为采取应对措施而引入的新风险。,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,False,,,
KP-0175,T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,SRC-T-RISK-001-0008,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,风险识别、风险登记册与风险应对策略 > 典型题详解与举一反三,典型题详解与举一反三 例题 1｜应对策略识别 项目经理决定将项目中一个技术难度最高的模块外包给专业公司。这属于什么风险应对策略？,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡;辨析卡,下午案例,A,3,False,,,
KP-0176,T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,SRC-T-RISK-001-0009,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,风险识别、风险登记册与风险应对策略 > 本轮真题覆盖增强：风险识别与风险登记册,本轮真题覆盖增强：风险识别与风险登记册 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。2010 上午题考德尔菲技术，案例题常把“已发生的问题”和“未发生风险”混在一起。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;案例模板卡;流程卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0177,T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,SRC-T-RISK-001-0011,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,风险识别、风险登记册与风险应对策略 > 本专题的最小掌握标准,本专题的最小掌握标准 至少能做到：① 识别场景属于哪种风险应对策略（威胁 4 种 + 机会 4 种）；② 区分规避和转移的细微差异；③ 理解风险登记册是活文件，已发生的风险应转移到问题日志；④ 在案例题中给出风险应对策略并说明理由。 ---,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,True,,,verification
KP-0178,T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,SRC-T-RISK-002-0001,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,定性/定量风险分析、EMV 与决策树,"T-RISK-002｜定性/定量风险分析、EMV 与决策树 本专题用于学习""项目风险管理""中最容易出计算题和辨析题的一组核心内容：定性风险分析（概率影响矩阵）、定量风险分析、预期货币价值（EMV）、决策树分析、敏感性分析、龙卷风图。它们不是孤立分析技术，而是围绕一个核心问题展开：在识别出风险之后，如何用结构化的方法决定哪些风险最值得关注、需要什么样的应对策略",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0179,T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,SRC-T-RISK-002-0002,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,定性/定量风险分析、EMV 与决策树 > 先看这个专题的主线,"先看这个专题的主线 风险管理中最容易被跳过的环节就是""分析""。很多项目识别完风险就直接去""想对策""，缺少了系统化分析——哪些风险影响最大？",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0180,T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,SRC-T-RISK-002-0003,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,定性/定量风险分析、EMV 与决策树 > 定性风险分析：概率和影响矩阵,"定性风险分析：概率和影响矩阵 [定义｜定性风险分析] 通过评估单个风险的概率和影响，对风险进行优先级排序，为后续分析或行动提供基础的过程。它关注的是""哪些风险最重要""。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;流程卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0181,T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,SRC-T-RISK-002-0004,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,"定性/定量风险分析、EMV 与决策树 > 定量风险分析：从""大小""到""多少""","定量风险分析：从""大小""到""多少"" [定义｜定量风险分析] 就已识别的单个风险对项目整体目标的影响进行量化分析的过程。它的输出是量化的风险信息，用于支持决策。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0182,T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,SRC-T-RISK-002-0005,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,"定性/定量风险分析、EMV 与决策树 > 定量风险分析：从""大小""到""多少"" > EMV：预期货币价值","EMV：预期货币价值 [定义＋公式｜EMV 预期货币价值] EMV = 概率 × 影响（金额） EMV 用于计算一个风险事件的""期望损失""或""期望收益""。它不是一定会发生的金额，而是考虑概率后的加权平均值。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0183,T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,SRC-T-RISK-002-0006,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,"定性/定量风险分析、EMV 与决策树 > 定量风险分析：从""大小""到""多少"" > 决策树分析",决策树分析 [定义｜决策树分析] 决策树是一种图形化的决策分析工具，用树状结构展示不同决策路径及其对应的概率和结果。通过计算每条路径的 EMV，可以比较不同选择的期望价值。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0184,T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,SRC-T-RISK-002-0007,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,定性/定量风险分析、EMV 与决策树 > 典型题详解与举一反三,典型题详解与举一反三 例题 1｜EMV 基础计算 某风险发生的概率为 20%，一旦发生会造成 50 万元的损失。该风险的 EMV 是： A. −50 万元 B. −10 万元 C. −20 万元 D. 0 元 EMV = 0.2 × (−50) = −10 万元。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;流程卡;计算卡;辨析卡,计算题,A,3,True,,,verification
KP-0185,T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,SRC-T-RISK-002-0008,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,定性/定量风险分析、EMV 与决策树 > 本轮真题覆盖增强：定性、定量与 EMV,本轮真题覆盖增强：定性、定量与 EMV 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。2010 上午题考定性风险分析定义、蒙特卡罗，专题还要支撑 EMV 和决策树计算。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;案例模板卡;流程卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0186,T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,SRC-T-RISK-002-0010,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,定性/定量风险分析、EMV 与决策树 > 本专题的最小掌握标准,本专题的最小掌握标准 学完本专题后，你至少应该能做到四件事。 第一，能区分定性分析和定量分析——定性 = 排序（概率影响矩阵），定量 = 算钱（EMV、决策树）。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;计算卡,计算题,A,3,True,,,verification
KP-0187,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0001,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,合同类型、风险分配与采购决策,"T-PROC-001｜合同类型、风险分配与采购决策 本专题用于学习""项目采购管理""中最容易出选择题和辨析题的一组核心内容：固定总价合同、成本补偿合同、工料合同、合同类型与风险分配的关系、自制与外购分析。它们不是孤立法条，而是围绕一个核心问题展开：在买方和卖方之间，谁承担更多的风险？",可用于定义识别、场景判断、流程边界或案例答题。,辨析卡,上午选择,A,3,False,,,
KP-0188,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0002,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,合同类型、风险分配与采购决策 > 先看这个专题的主线,"先看这个专题的主线 很多同学把合同类型当成""背表格""的题目——固定总价、成本补偿、工料合同各自的特点背一遍。但软考对合同类型的考查关键在于：给你一个项目场景，让你判断哪种合同类型最合适。",可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,False,,,
KP-0189,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0003,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,"合同类型、风险分配与采购决策 > 三种基本合同类型 > 固定总价合同（Fixed Price, FP）","固定总价合同（Fixed Price, FP） [定义｜固定总价合同] 买方为定义明确的产品或服务支付固定总价的合同。卖方承担完成工作的全部成本风险，如果实际成本超过合同价格，超出部分由卖方承担。",可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,True,,,verification
KP-0190,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0004,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,"合同类型、风险分配与采购决策 > 三种基本合同类型 > 成本补偿合同（Cost Reimbursable, CR）","成本补偿合同（Cost Reimbursable, CR） [定义｜成本补偿合同] 买方向卖方支付实际发生的全部合法成本，再加上一笔酬金（利润）的合同。买方承担全部成本风险，卖方只需尽职完成工作即可获得成本报销和酬金。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,True,,,verification
KP-0191,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0005,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,"合同类型、风险分配与采购决策 > 三种基本合同类型 > 工料合同（Time and Materials, T&M）","工料合同（Time and Materials, T&M） [定义｜工料合同] 买方按实际消耗的工时和材料向卖方付款的合同。兼具固定总价和成本补偿的特点：小时费率和材料单价相对固定（像固定总价），但总金额取决于实际消耗量（像成本补偿）。",可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,False,,,
KP-0192,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0006,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,合同类型、风险分配与采购决策 > 合同类型与风险分配的关系,合同类型与风险分配的关系 这是高考频考点。合同类型的本质问题是：谁来承担成本超支的风险？,可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,False,,,
KP-0193,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0007,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,合同类型、风险分配与采购决策 > 自制与外购分析,自制与外购分析 采购管理中的另一个重要决策是：这项工作是自己做，还是从外部采购？ [定义｜自制与外购分析] 自制或外购分析是一种通用的管理技术，用于确定某项工作由项目团队自行完成还是从外部采购更为合理。,可用于定义识别、场景判断、流程边界或案例答题。,辨析卡,上午选择,A,3,False,,,
KP-0194,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0008,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,合同类型、风险分配与采购决策 > 典型题详解与举一反三,典型题详解与举一反三 例题 1｜合同类型选择——范围清晰 某公司需要采购 100 台标准配置的服务器，技术规格和配置要求已明确，供应商市场成熟。最适合采用哪种合同类型？,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;案例模板卡;流程卡;计算卡;辨析卡,计算题,A,3,True,,,verification
KP-0195,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0009,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,合同类型、风险分配与采购决策 > 本轮真题覆盖增强：合同类型与风险分配,本轮真题覆盖增强：合同类型与风险分配 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。题库和案例常考需求明确时选固定总价、需求不确定时成本补偿风险，以及索赔必须依据合同。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡;辨析卡,下午案例,A,3,False,,,
KP-0196,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0011,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,合同类型、风险分配与采购决策 > 本专题的最小掌握标准,本专题的最小掌握标准 学完本专题后，你至少应该能做到四件事。 第一，能绘制合同类型的风险分配关系——固定总价（卖方高风险/买方低风险）、成本补偿（买方高风险/卖方低风险）、工料（双方共担）。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;计算卡,计算题,A,3,True,,,verification
KP-0197,T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,SRC-T-PROC-001-0012,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,合同类型、风险分配与采购决策 > 待核验与后续改进,"待核验与后续改进 - 软考教程中合同类型的具体分类和表述（特别是""总价加激励费用合同 FPIF""是否与 PMBOK 完全一致）需回查教材原文。[待核验] - 中国政府采购法规对合同类型的特殊要求需结合法规专题补充。",可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,True,,,verification
KP-0198,T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,SRC-T-PROC-002-0001,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,招投标、政府采购与采购流程管理,"T-PROC-002｜招投标、政府采购与采购流程管理 本专题用于学习""项目采购管理""中涉及法规和流程的内容：招标方式（公开招标/邀请招标）、政府采购方式（公开招标/邀请招标/竞争性谈判/单一来源/询价）、招投标基本流程（招标→投标→开标→评标→中标→签约）、否决投标的情形、评标委员会组成。它们不是孤立的法律条文，而是围绕一个核心问题：在合规的前提下，如何通过",可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,True,,,verification
KP-0199,T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,SRC-T-PROC-002-0002,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,招投标、政府采购与采购流程管理 > 先看这个专题的主线,"先看这个专题的主线 招投标和政府采购在软考中主要考查的是""规则识别""——在什么情况下该用什么采购方式、什么行为是不合规的、招投标流程中哪些节点有特殊时限或程序要求。 ---",可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,True,,,verification
KP-0200,T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,SRC-T-PROC-002-0003,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,招投标、政府采购与采购流程管理 > 招标方式,"招标方式 [概念组｜主要招标方式] 1. 公开招标：通过公开发布招标公告，邀请不特定的供应商投标。原则是""公开、公平、公正""。",可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,True,,,verification
KP-0201,T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,SRC-T-PROC-002-0004,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,招投标、政府采购与采购流程管理 > 政府采购方式,政府采购方式 [概念组｜五种政府采购方式] 1. 公开招标：政府采购的主要方式。 2. 邀请招标：适用于特殊性、公开招标费用占比过高。,可用于定义识别、场景判断、流程边界或案例答题。,流程卡;辨析卡,上午选择,A,3,True,,,verification
KP-0202,T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,SRC-T-PROC-002-0005,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,招投标、政府采购与采购流程管理 > 否决投标与废标,否决投标与废标 [概念｜否决投标/废标的常见情形] - 投标文件未按要求密封、签署或盖章 - 投标人资格条件不符合招标文件要求 - 投标报价低于成本价（低于成本竞标）—[待核验具体规定] - 投标文件未实质响应招标文件要求 - 串通投标行为 - 以他人名义投标或弄虚作假 ---,可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,True,,,verification
KP-0203,T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,SRC-T-PROC-002-0006,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,招投标、政府采购与采购流程管理 > 典型题详解与举一反三,典型题详解与举一反三 例题 1｜采购方式选择 某政府单位需要采购一批标准配置的办公电脑，预算 200 万元。最适合采用哪种政府采购方式？,可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,True,,,verification
KP-0204,T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,SRC-T-PROC-002-0007,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,招投标、政府采购与采购流程管理 > 本轮真题覆盖增强：招投标程序小题,本轮真题覆盖增强：招投标程序小题 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。2010 上午题考投标文件送达、评分自由裁量；2020/旧题还考单一来源和公开招标定义。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡;辨析卡,下午案例,A,3,True,,,verification
KP-0205,T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,SRC-T-PROC-002-0009,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,招投标、政府采购与采购流程管理 > 本专题的最小掌握标准,"本专题的最小掌握标准 至少能做到：① 区分五种政府采购方式的适用条件；② 记住""3 家""这个关键数字（招标/邀请/谈判/询价都≥3 家，单一来源=1 家）；③ 识别常见的否决投标/废标情形；④ 知道招投标的基本流程顺序。 ---",可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,True,,,verification
KP-0206,T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,SRC-T-PROC-002-0010,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,招投标、政府采购与采购流程管理 > 待核验与后续改进,待核验与后续改进 - 政府采购限额标准、招标投标法具体数字以最新法规为准。[待核验] - 中标通知书的法律责任性质（缔约过失 vs 违约）在法律实践中有争议，本专题仅录通用规则。,可用于定义识别、场景判断、流程边界或案例答题。,流程卡;辨析卡,上午选择,A,3,True,,,verification
KP-0207,T-CFG-001,配置管理：配置项、基线、配置库与版本控制,配置变更知识产权与法律法规,SRC-T-CFG-001-0001,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-CFG-001_专题学习包_配置管理配置项基线配置库与版本控制.md,配置管理：配置项、基线、配置库与版本控制,"T-CFG-001｜配置管理：配置项、基线、配置库与版本控制 本专题用于学习""信息文档与配置管理""中最容易出选择题和辨析题的一组核心内容：配置项识别、配置基线（功能基线/分配基线/产品基线）、配置库（开发库/受控库/产品库）、版本控制、配置状态报告与配置审计、配置管理与变更管理的关系。它们不是孤立的文档管理操作，而是围绕一个核心问题展开：项目产生的众多文档、",可用于定义识别、场景判断、流程边界或案例答题。,辨析卡,上午选择,A,3,True,,,verification
KP-0208,T-CFG-001,配置管理：配置项、基线、配置库与版本控制,配置变更知识产权与法律法规,SRC-T-CFG-001-0002,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-CFG-001_专题学习包_配置管理配置项基线配置库与版本控制.md,配置管理：配置项、基线、配置库与版本控制 > 先看这个专题的主线,"先看这个专题的主线 配置管理最容易被低估——很多人以为就是""文件存档""。但软考对配置管理的考查集中在两个核心能力上：一是区分配置管理和变更管理各自管什么，二是理解从""配置项→基线→版本控制→审计""的完整管理闭环。",可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,True,,,verification
KP-0209,T-CFG-001,配置管理：配置项、基线、配置库与版本控制,配置变更知识产权与法律法规,SRC-T-CFG-001-0003,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-CFG-001_专题学习包_配置管理配置项基线配置库与版本控制.md,配置管理：配置项、基线、配置库与版本控制 > 配置项与基线,配置项与基线 [定义｜配置项] 配置项是配置管理的基本单位——需要受控的任何工作产品、交付物或组件。包括代码、文档、设计图、测试用例、硬件规格等。,可用于定义识别、场景判断、流程边界或案例答题。,流程卡;辨析卡,上午选择,A,3,True,,,verification
KP-0210,T-CFG-001,配置管理：配置项、基线、配置库与版本控制,配置变更知识产权与法律法规,SRC-T-CFG-001-0004,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-CFG-001_专题学习包_配置管理配置项基线配置库与版本控制.md,配置管理：配置项、基线、配置库与版本控制 > 配置库：开发库、受控库、产品库,配置库：开发库、受控库、产品库 [概念组｜三类配置库] 1. 开发库（动态库）：开发者日常工作区，可自由修改。未纳入基线控制。,可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,True,,,verification
KP-0211,T-CFG-001,配置管理：配置项、基线、配置库与版本控制,配置变更知识产权与法律法规,SRC-T-CFG-001-0005,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-CFG-001_专题学习包_配置管理配置项基线配置库与版本控制.md,配置管理：配置项、基线、配置库与版本控制 > 配置管理与变更管理的关系,"配置管理与变更管理的关系 [辨析｜配置管理 vs 变更管理] 配置管理：管的是配置项的""身份""和""状态""——识别配置项、建立基线、版本控制、状态记录和审计。 变更管理：管的是变更的""审批""和""过程""——变更请求、影响分析、CCB 审批、变更实施和验证。",可用于定义识别、场景判断、流程边界或案例答题。,辨析卡,上午选择,A,3,True,,,verification
